,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,32 days,0.005924299690718235,0.0769694724596592,0.07592796593847884,0.07820549656141057,0.08583295622971207,0.08146913744340216,1.0
1,39 days,0.006902523761489825,0.08308142849933327,0.08290726249795123,0.08459432712822233,0.0867873612604675,0.08834359888015902,1.0
2,46 days,0.007043053712331876,0.08392290338359294,0.08384760999869903,0.08511620272386106,0.0867873612604675,0.08890773390661508,1.0
3,53 days,0.006693503377332764,0.08181383365502905,0.08164159428951441,0.08267578914092891,0.08583295622971207,0.0862577947715836,1.0
4,60 days,0.006605791967531868,0.08127602332503644,0.08112039697005154,0.08186443722803502,0.08338914509456205,0.08537243133123396,1.0
5,67 days,0.00657872930805306,0.08110936633985658,0.08095939570306221,0.08152729473232356,0.08338914509456205,0.08500469924478217,1.0
6,74 days,0.006313956389514547,0.07946040768530292,0.07937522361855967,0.07998569692660008,0.0801343972940836,0.08332498053339499,1.0
7,81 days,0.006104532748881078,0.07813150932166278,0.07795080910274159,0.07864008941475309,0.0801343972940836,0.08187351662441651,1.0
8,88 days,0.006050708706989757,0.07778630153818702,0.07758107368936829,0.07829335165768758,0.0801343972940836,0.0814997317834051,1.0
9,95 days,0.0061701417684683025,0.0785502499580256,0.07828689521246675,0.07898635559182829,0.0801343972940836,0.08225571764120253,1.0
10,102 days,0.005487946370200204,0.07408067474179891,0.07353350981644383,0.07454614817056045,0.07285160456047914,0.07747233311556838,1.0
11,109 days,0.00514341418816557,0.07171760026775555,0.07119832672488435,0.07244177498852811,0.07094436758815832,0.07520107008146684,1.0
12,116 days,0.005430214672421681,0.07368999031362185,0.07311679355890138,0.07438047198814277,0.07285160456047914,0.07729551166240226,1.0
13,123 days,0.005993944116632021,0.07742056649645507,0.07661365507479385,0.07787312523998337,0.08063785258623164,0.08109161947865826,1.0
14,130 days,0.006264333250421888,0.07914754102574437,0.07811380604786962,0.07955687071618268,0.08063785258623164,0.08293984768510233,1.0
15,137 days,0.007266964500573505,0.08524649259983372,0.0846840408092071,0.08611905330650547,0.09031487081968213,0.09004857944464909,1.0
16,144 days,0.00801256904410788,0.08951295461612178,0.08936540990450129,0.09089981162762759,0.09351632298953241,0.0952446997780682,1.0
17,151 days,0.008381292742097087,0.09154940055564038,0.09153519136802142,0.09330612247694754,0.09351632298953241,0.0978739312371851,1.0
18,158 days,0.008331705917885398,0.09127817876078267,0.09125550754278981,0.09341706876277184,0.09351632298953241,0.09799565500872603,1.0
19,165 days,0.007970918660194268,0.08928000145718115,0.08922386257083245,0.09181044500672103,0.09266940683283145,0.09623172690226013,1.0
20,172 days,0.007545987525724287,0.08686764372149326,0.08677023842455472,0.08978746777983213,0.09086960224880368,0.09401429275709768,1.0
