,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,32 days,0.004251071628010371,0.06520024254564066,0.06439760962828084,0.06672693836022911,0.07273438374488052,0.06908287807082729,1.0
1,39 days,0.005100337524874355,0.07141664739312785,0.07120618218005537,0.07298464047812839,0.07299928579812695,0.07576155179147255,1.0
2,46 days,0.0050355461413568794,0.07096158215088555,0.0707371418606136,0.07213424863500215,0.07299928579812695,0.07484777770144908,1.0
3,53 days,0.004892333235150215,0.06994521595613394,0.06968392861646729,0.07077191197339398,0.06848242452924928,0.07338543817289984,1.0
4,60 days,0.005280577550688126,0.07266758252954426,0.07248064118645246,0.07318014669165324,0.07469463275914857,0.07597390683247471,1.0
5,67 days,0.005472626301039389,0.07397720122469753,0.0737358798692503,0.07425325440445853,0.07689695262567424,0.0771351310059759,1.0
6,74 days,0.005301261807764319,0.07280976450837016,0.07261719764306103,0.07321640498997038,0.07445487398166727,0.07601352809685562,1.0
7,81 days,0.005169188930052565,0.07189707177662082,0.07160700186890918,0.07232292228746663,0.07445487398166727,0.07505777549145264,1.0
8,88 days,0.005315496942338837,0.07290745464175002,0.07268211145270542,0.07341794015336431,0.07445487398166727,0.07623235887423513,1.0
9,95 days,0.005431644713928735,0.07369969276685442,0.07342419550420616,0.07422300154633196,0.07445487398166727,0.07710491599611467,1.0
10,102 days,0.004567073817199964,0.06758012886344597,0.0664838904176506,0.06763140099830482,0.07166269181957442,0.07007283715394103,1.0
11,109 days,0.004157576860751156,0.06447927466055396,0.06338375860111008,0.06476350543086595,0.06401501101673049,0.0670017387883802,1.0
12,116 days,0.004553990848938477,0.06748326347279358,0.0662181082249303,0.06753281445329914,0.07166269181957442,0.06997850523247652,1.0
13,123 days,0.004944432338750639,0.07031665761930553,0.06875133253713395,0.07004576356272667,0.07786155612889649,0.07269943124200678,1.0
14,130 days,0.005179266129010652,0.07196711838757094,0.07015544902649777,0.07155855091489245,0.07786155612889649,0.0743489903027768,1.0
15,137 days,0.006218361755413685,0.07885658980334925,0.07815620327665958,0.07958199874570843,0.08422743736671198,0.08294063571148405,1.0
16,144 days,0.007004921574508608,0.08369540951873411,0.08362159445286584,0.08519210625261198,0.08721940773711917,0.08899132821986994,1.0
17,151 days,0.007234496968892479,0.08505584617704111,0.0850461552943042,0.08699106844797544,0.08721940773711917,0.09094814329978182,1.0
18,158 days,0.00720519649798286,0.08488342887738962,0.08486955215224452,0.08726978090000877,0.08721940773711917,0.09125212293723553,1.0
19,165 days,0.00696925201724201,0.08348204607723753,0.08345850214194345,0.08637303924664505,0.08685636710571383,0.09027273453903524,1.0
20,172 days,0.0070785306589723875,0.08413400417769493,0.08409003858188929,0.08763906224957968,0.08685636710571383,0.09166144242913202,1.0
21,179 days,0.007972753780603801,0.0892902781975944,0.0886932759572476,0.0935642797891125,0.08685636710571383,0.09824781790214965,1.0
22,186 days,0.011639737257327034,0.10788761401257808,0.1037491946953801,0.11164186973985563,0.09354952275179228,0.11898379405730056,0.8
23,193 days,0.023216702411565898,0.1523702806047357,0.13811615918023962,0.15172984855522728,0.11779202137665475,0.1678547508676443,0.6000000000000001
24,200 days,0.04824935737170041,0.21965736357267973,0.1946472480442416,0.2176104529900216,0.17724431685942935,0.2545422918924835,0.4
25,207 days,0.09006574428962792,0.3001095538126501,0.2701606725100103,0.3053554265453024,0.286060893703737,0.37997530023392473,0.2
26,214 days,0.14103350902104037,0.3755442837017232,0.35170768107650824,0.40236441974730386,0.41340551025849465,0.5275314446160174,0.0
27,221 days,0.18217624278197275,0.4268210898983001,0.41597549979302445,0.4885164212636388,0.5322743905281964,0.6633499715474078,0.0
28,228 days,0.18344732956161225,0.42830751751704316,0.4184156791945352,0.52783032907724,0.5322743905281964,0.7238171144885972,0.0
29,235 days,0.15845199711388433,0.3980602933148248,0.36211595655762174,0.5595650117608247,0.572078923676418,0.7085600503969293,0.2
30,242 days,0.11924586524796622,0.34531994620636414,0.2978361148978728,4.574962741459004,0.602836987386662,0.9281153151139805,0.2
31,249 days,0.06605100872246764,0.2570039079906522,0.1997257669358755,4.771497860749492,0.608004324441104,0.9324063178178664,0.4
32,256 days,0.02005794774370847,0.14162608426313447,0.11039376927319788,14.197254090663321,1.5855125838391078,1.1576918887096048,0.6000000000000001
33,263 days,0.005900901503008215,0.07681732553928322,0.060331056625942917,16.373815355748512,11.365436758197683,1.4304637056234362,0.8
34,270 days,0.0045842838160874136,0.06770733945509462,0.04488575186345864,16.393022152674313,11.365436758197683,1.4416587660292504,0.8
35,277 days,0.0010726862233870276,0.03275188885220252,0.027442175471276347,13.60226519254363,6.655478238365672,1.38461548038594,1.0
36,284 days,0.0016726778034109348,0.04089838387284924,0.03438857869829582,13.498700482222198,6.655478238365672,1.3469529754667677,1.0
37,291 days,0.001500360808457761,0.038734491199159456,0.031039302603244445,3.96903592412544,1.0676890322319386,0.9638960952503771,1.0
38,298 days,0.006762628148271095,0.0822352001777286,0.06039568839081537,1.9372018116378518,1.0676890322319386,0.7143846850443272,0.8
39,305 days,0.024655012839503162,0.15701914800272979,0.11941969750314871,2.4035508753040484,1.2062661957597416,0.8542175341758618,0.6000000000000001
40,312 days,0.03510680504753046,0.18736810040006932,0.15513283462376098,1.1357433487649686,1.0676890322319386,0.621828257807526,0.4
41,319 days,0.050840690677719874,0.2254788031672154,0.20041073320637565,0.9855483033375435,0.3167138050948124,0.5578717167877569,0.2
42,326 days,0.05563117140597759,0.23586261129305253,0.228087521135877,1.0030331421739813,0.3167138050948124,0.579497888690996,0.0
43,333 days,0.05135699484681035,0.22662081732888165,0.20991171938194206,0.7778337830819331,0.3164406056702733,0.4457344373747102,0.2
44,340 days,0.03363157208443202,0.18338912749787548,0.15591994131164086,0.18429936446856787,0.17588687770865707,0.2122814901095581,0.4
45,347 days,0.02252891660190653,0.15009635772365207,0.10883671088151961,0.12105532709466256,0.08026940029950055,0.1371418681364618,0.6000000000000001
46,354 days,0.0062700505923234074,0.07918365104188747,0.05790352442870679,0.06475440681403946,0.035209203691696944,0.06904906571358371,0.8
