,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,32 days,0.0037159363107565047,0.060958480220199916,0.05987176649083752,0.061061585197762544,0.06164828562407614,0.06305152351782642,1.0
1,39 days,0.0039500780128321955,0.06284964608358742,0.062092614960550414,0.0631035192815281,0.06164828562407614,0.06520807960281466,1.0
2,46 days,0.0036559749403088236,0.06046465860574112,0.06002309981339138,0.06098131427270807,0.06164828562407614,0.06292582417457687,1.0
3,53 days,0.00350435904138696,0.059197626991180655,0.05885892195537746,0.05968678081626732,0.06164828562407614,0.06154141287681611,1.0
4,60 days,0.003936319795983588,0.062740097194566,0.06266588938444106,0.06324414909564988,0.06277165497226028,0.06531391350096377,1.0
5,67 days,0.004135765286137028,0.06430991592388399,0.06420997302984015,0.06468591636394364,0.06608995866242907,0.06685457831279626,1.0
6,74 days,0.004277382889981059,0.06540170402964329,0.06536771823412649,0.06582219751723146,0.06608995866242907,0.06806449722624146,1.0
7,81 days,0.003997116727533237,0.0632227548239812,0.06303403528965963,0.06366502815971986,0.0646556902418631,0.0657701651886804,1.0
8,88 days,0.004331119625366621,0.06581124239342866,0.06547851105210459,0.06604558655764184,0.06673656174405988,0.06832318297983588,1.0
9,95 days,0.004014873573556091,0.06336303002189914,0.06282632443315231,0.06363520013823909,0.0646556902418631,0.06575949240252728,1.0
10,102 days,0.0030861893525201876,0.055553481911759475,0.05042060830147632,0.0512634265885199,0.05530411187487102,0.05290159761940443,1.0
11,109 days,0.002921347218150298,0.05404948860211629,0.049061833708416394,0.050284878509895735,0.05530411187487102,0.05185921028340008,1.0
12,116 days,0.0045035338259366425,0.0671083737393229,0.05905180384857712,0.060155468246620845,0.05976294984874232,0.0625710383877186,1.0
13,123 days,0.005914686174195746,0.07690699691312713,0.06661187748094546,0.06792596082823185,0.05976294984874232,0.071128673251592,1.0
14,130 days,0.008827623863197576,0.09395543551704487,0.08237500212614038,0.08385668715355653,0.10465706055849651,0.08868657623314943,1.0
15,137 days,0.013436726581854009,0.11591689515275161,0.11148051933726597,0.114149555001813,0.11352690986992525,0.12170164129813177,1.0
16,144 days,0.021851892558159763,0.14782385652579816,0.14262151763163863,0.14623729052434362,0.13433826127366952,0.1588700066921217,0.8
17,151 days,0.030868631195390798,0.17569471020890412,0.16908942228920687,0.1758330391440476,0.15846259345823133,0.19461523593850572,0.6000000000000001
18,158 days,0.03952953496483276,0.19882035852707025,0.19392987983050675,0.20624985939100232,0.22020162746139554,0.23180099751345085,0.4
19,165 days,0.04555110308045209,0.21342704392942355,0.21114887235884885,0.23168119505570292,0.2526358036570163,0.2631641924378876,0.2
20,172 days,0.049647078416033164,0.2228162436090178,0.22250547736940635,0.2533128412867046,0.26149493959717246,0.2902708171733107,0.0
21,179 days,0.0574508428733422,0.23968905455473388,0.23800643261217436,0.28026757560556514,0.26561101110469887,0.32709658561770205,0.0
22,186 days,0.0661441668474668,0.257185082863425,0.2537614451146827,0.3096010240533505,0.2666208246132396,0.3690464500628556,0.0
23,193 days,0.07876943068789546,0.2806589223379429,0.2754754698365448,0.34640669774194405,0.35497529905569825,0.4237978876096883,0.0
24,200 days,0.0947718386070619,0.307850350993891,0.3033076402557085,0.39098468226440164,0.3993030458959433,0.4914709027889769,0.0
25,207 days,0.11388107471250818,0.337462701216754,0.3361580755229233,0.44047001608894887,0.44963937954766675,0.5683198623649204,0.0
26,214 days,0.11513818351970857,0.3393201784741199,0.3382831220688753,0.4656719055722579,0.4809847464722432,0.6086619655268957,0.0
27,221 days,0.10283928373575672,0.32068564628894247,0.3141663369949927,0.464452977566875,0.4809847464722432,0.6067662665444175,0.0
28,228 days,0.07907008570236213,0.28119403568063484,0.2478514716240105,0.38405300763172007,0.4809847464722432,0.5000635217629221,0.2
29,235 days,0.059283438209816075,0.2434819053026653,0.2102382427582598,0.6090707095672149,0.4809847464722432,0.5505860545838035,0.2
30,242 days,0.040062247531202994,0.20015555833202084,0.17711875496859608,2.494843783230984,0.4809847464722432,0.7452255061964328,0.2
31,249 days,0.02651229223694824,0.16282595688939844,0.1471710980686684,3.036904147638485,1.6094733718869338,0.8644641366008005,0.4
32,256 days,0.022198021872223975,0.14899000594745937,0.13379355584756944,4.646274569566587,3.1912865685097485,1.0899496305936418,0.6000000000000001
33,263 days,0.02487095536061156,0.1577052800657339,0.15438461632670564,7.495272741088965,8.44006051550954,1.4315414421706032,0.6000000000000001
34,270 days,0.02065822849913151,0.14372970639061192,0.13790107308017252,7.584251884849889,8.44006051550954,1.4558624232036845,0.8
35,277 days,0.01205931694945838,0.10981492134249507,0.09712398025767069,5.600693334906642,3.1912865685097485,1.1278094598146293,1.0
36,284 days,0.007566969718540977,0.08698833093318309,0.07108345496921119,4.995902402155952,2.054369090691547,0.9127964021821511,1.0
37,291 days,0.007601746638165067,0.08718799595222422,0.07121914768321869,3.3950832897195826,0.43596495332769336,0.7009218000861961,1.0
38,298 days,0.045639133678449025,0.21363317550991237,0.13821591974991185,0.6753782533674242,0.43596495332769336,0.5626305310499944,0.8
39,305 days,0.09511966449927874,0.3084147605081163,0.2218754167571914,0.39248275810545774,0.43596495332769336,0.5481369492522693,0.6000000000000001
40,312 days,0.13684759678730174,0.3699291780696702,0.3125332159216393,0.4901893403025058,0.5136530233238235,0.6814075784472553,0.4
41,319 days,0.15031584470413709,0.3877058739613537,0.3603746723878334,0.5162539010046585,0.5136530233238235,0.7204649304595759,0.2
42,326 days,0.15200520757115657,0.389878452304249,0.36627210482490885,0.463159146292991,0.5136530233238235,0.6462432775083028,0.2
43,333 days,0.11154624703269764,0.33398539943042066,0.28358058125845365,0.33278379560658927,0.29765470826706514,0.4422643623596984,0.4
44,340 days,0.06059433924886191,0.24615917461850148,0.18496101439212437,0.2074109226083306,0.1704911797693558,0.25669847616667407,0.6000000000000001
45,347 days,0.0188811398424293,0.13740865999793936,0.0954576029635102,0.10673220983904272,0.04222845229098729,0.12052861559331887,0.8
46,354 days,0.005465965685098676,0.0739321694872988,0.0487251723346402,0.052982420197290166,0.028905760058302435,0.0564546332081351,1.0
47,361 days,0.0009403463628202091,0.030665067468052455,0.02677880293670487,0.02901112593954816,0.028905760058302435,0.029568785292885532,1.0
