,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,32 days,0.005625727305718035,0.07500484854806411,0.07347502265949686,0.07615750597529276,0.08382538717228485,0.07929644332708045,1.0
1,39 days,0.006656179273562456,0.08158541091128031,0.08143134488076126,0.08373216356938094,0.0856757184073374,0.08740388291516017,1.0
2,46 days,0.006744997345901551,0.08212793279939262,0.08203697557744098,0.08402932576456816,0.0856757184073374,0.08772477516974704,1.0
3,53 days,0.006340656245635808,0.07962823774036323,0.07949449579101708,0.08126603338825446,0.08382538717228485,0.08472138470724239,1.0
4,60 days,0.006409361364992189,0.08005848715153309,0.07990266969457767,0.0813409824805701,0.08382538717228485,0.0848032388802394,1.0
5,67 days,0.006626620889073776,0.0814040594139738,0.08118245385650787,0.08240602187827786,0.0856757184073374,0.0859667328021491,1.0
6,74 days,0.006577425657728197,0.08110132956819018,0.08088932775856657,0.08212639555804677,0.08427758680618198,0.08566173974686354,1.0
7,81 days,0.006528461878919895,0.08079889775807524,0.08055855429463386,0.08185298508831866,0.08427758680618198,0.08536647771353,1.0
8,88 days,0.006734118688482723,0.08206167612523353,0.08190235839037757,0.08315141217753017,0.08427758680618198,0.08677233621036243,1.0
9,95 days,0.007056980704060715,0.08400583732134759,0.08370239433624647,0.08488085628504527,0.08427758680618198,0.08867005986505894,1.0
10,102 days,0.006594389616580969,0.08120584718221324,0.08084465047933678,0.08227232185820586,0.08117875157770994,0.08583181806610655,1.0
11,109 days,0.006243943058082296,0.07901862475443555,0.07858463641812158,0.0802181975058617,0.07610791202662659,0.08360492465609544,1.0
12,116 days,0.006566972574198097,0.08103685935546921,0.0806463163872334,0.08222976042525648,0.08117875157770994,0.08578711367924512,1.0
13,123 days,0.00683272075875781,0.08266027315922571,0.08223113300437901,0.08386629395280114,0.08480393972918167,0.08757266294026658,1.0
14,130 days,0.006981326505223373,0.083554332653809,0.0830041964044793,0.08483080243773955,0.08480393972918167,0.08863852325493951,1.0
15,137 days,0.007685606254045919,0.08766758953025866,0.08718428175033041,0.08910186421613578,0.08936141921543332,0.09330599905486392,1.0
16,144 days,0.008279830690940067,0.09099357499812867,0.09085021809704066,0.09293098110709125,0.09315254949923843,0.09747649739618923,1.0
17,151 days,0.008248999333736646,0.09082400196939489,0.09066455722559366,0.0931130263622647,0.09315254949923843,0.09767511572807436,1.0
18,158 days,0.007855723049649814,0.08863251688657958,0.08826048568379823,0.09119758863411195,0.09315254949923843,0.09558678415871881,1.0
19,165 days,0.007284784007138414,0.0853509461408508,0.08509314774730842,0.0886272103156482,0.08702188458067615,0.09275822942389783,1.0
20,172 days,0.007025942387239039,0.08382089469362063,0.08367316504441748,0.087808176491267,0.08702188458067615,0.09185507523233506,1.0
21,179 days,0.006894122437829097,0.08303085232507912,0.08292712550325068,0.08789947671204162,0.08702188458067615,0.0919555377137565,1.0
22,186 days,0.007556068855270188,0.08692565130771347,0.08654035790815542,0.09302418627609516,0.09336805179670186,0.09762534313717297,1.0
23,193 days,0.011586685739610577,0.10764146849430556,0.10356825236429984,0.11293049326443849,0.09360905060311152,0.12040074376422705,0.8
24,200 days,0.022920963915998335,0.15139671038697747,0.13749671869282934,0.1523228959723214,0.11133771382531656,0.16840072880659623,0.6000000000000001
25,207 days,0.04630356758361738,0.215182637737382,0.19057154070527732,0.213842951573209,0.17931576551638626,0.24911545526477535,0.4
26,214 days,0.07913792848976392,0.2813146432195877,0.2561367941258635,0.2913758262392227,0.2839838981200909,0.3562314481158312,0.2
27,221 days,0.11500499433485233,0.33912386282131834,0.32306467549408185,0.37180156006891685,0.4009683298011399,0.47081597619550036,0.0
28,228 days,0.14564118875146972,0.3816296486798028,0.37551508859476757,0.43799615041238843,0.48127342393318,0.5684375380034105,0.0
29,235 days,0.1650428251803926,0.40625463096485753,0.40525393143873806,0.4814794681954804,0.5014004870355507,0.636073195927662,0.0
30,242 days,0.16751527117235057,0.4092862948748108,0.408673488149414,0.5001014113587986,0.5014004870355507,0.6670064392608288,0.0
31,249 days,0.16139479615092717,0.40173971194160923,0.4009247944330291,0.5084398950536877,0.5102887172337439,0.6818752743146582,0.0
32,256 days,0.13299186216910297,0.36468049326650714,0.35743523856101156,0.48854733485713614,0.5014004870355507,0.6481252775759105,0.0
33,263 days,0.10030244156148665,0.316705607088802,0.29780429515962437,0.44709506758227513,0.49407804561773133,0.5825362278077926,0.2
34,270 days,0.08172348069367258,0.2858731898826341,0.2696730435060103,0.43743702256890493,0.45311026196869963,0.565871267983147,0.2
