,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,32 days,0.004402250066883419,0.06634945415663507,0.06432166054322058,0.0663640336959087,0.058754655946466845,0.06878634539079123,1.0
1,39 days,0.005125772566841256,0.07159450095392282,0.07049866765013238,0.07237428278490034,0.07523353153926102,0.07517586419563434,1.0
2,46 days,0.005193144221985973,0.07206347356314413,0.0709323076909923,0.07260646279679911,0.07523353153926102,0.07542758269789215,1.0
3,53 days,0.004632824745181654,0.06806485690267522,0.06743592457972807,0.06902861007997646,0.07272775432178863,0.07153850754691828,1.0
4,60 days,0.00501271947819836,0.07080056128448672,0.07041784011787021,0.07173999029562572,0.07272775432178863,0.07443673952056984,1.0
5,67 days,0.005482308242287814,0.07404261099048179,0.07399121404542375,0.07513508269311063,0.07523353153926102,0.07807188703343922,1.0
6,74 days,0.005410553986738616,0.07355646801429917,0.07349823279459464,0.07465085837207262,0.07281240993407104,0.07754972588409864,1.0
7,81 days,0.005097151505280314,0.0713943380477774,0.07136422915416274,0.07263486948861732,0.07272775432178863,0.0753741856175372,1.0
8,88 days,0.005462987132433335,0.07391202292207497,0.07373047106224931,0.07491088563380037,0.07281240993407104,0.07783977755459573,1.0
9,95 days,0.005934543480159875,0.07703598821433963,0.07672831740939438,0.07786141296455003,0.07563412187865913,0.08104031117146065,1.0
10,102 days,0.005390453321414322,0.07341970662849534,0.07247867278976804,0.07389442547677792,0.07281240993407104,0.07679907893778158,1.0
11,109 days,0.00525529915673581,0.07249344216365926,0.07150068998699466,0.0731277554008841,0.06968850428385462,0.07597502141184816,1.0
12,116 days,0.005627816043749135,0.07501877127592224,0.07400558257122097,0.07564793213941687,0.08228938797651843,0.07869822757576665,1.0
13,123 days,0.005651424462208662,0.075175956676378,0.07414682887201435,0.07585954839571345,0.08228938797651843,0.07892895903234463,1.0
14,130 days,0.005573599631818469,0.07465654446743748,0.0736890320326337,0.07547306825669586,0.08228938797651843,0.0785069245979246,1.0
15,137 days,0.006177610464003558,0.07859777645712096,0.07833481797806652,0.08014163451850151,0.08228938797651843,0.08350735216119913,1.0
16,144 days,0.006924381804246017,0.083212870424268,0.08308896992753063,0.08510603842308441,0.0851317929833736,0.08890210928390611,1.0
17,151 days,0.007491602226258163,0.08655404222945433,0.0862892382891282,0.08903857447561297,0.08516591632918677,0.09322368829010172,1.0
18,158 days,0.008059573181650412,0.0897751256287086,0.0893871582503275,0.09346727867007956,0.09380107907751639,0.09811162865802019,1.0
19,165 days,0.008869334821040341,0.09417714595930554,0.09366892723159521,0.09956852954972795,0.10195206823916134,0.10487519352150146,1.0
20,172 days,0.010329295833681768,0.10163314338187995,0.10129737382125739,0.10941417825192704,0.10730943730151966,0.11582960707313827,1.0
21,179 days,0.012282382114776506,0.1108259090410564,0.11000205711539017,0.1208563641898838,0.11563804738161551,0.12881534644860634,1.0
22,186 days,0.014127236056656138,0.1188580500288312,0.11792476761574583,0.13215376836494092,0.1283702592598222,0.14174376471263925,1.0
23,193 days,0.016990016594668495,0.13034575786986125,0.12915272903644334,0.14721310717406452,0.15101200876730014,0.15925582406189998,0.8
